scenario,year,cotton_withdrawal,cotton_scarcity
ssp_ag4_soc1_gwhi_exp_gfdl_NDC_Tax_ffict,2100,9.28166,2.75948336
ssp_ag4_soc1_gwhi_exp_hadgem_NDC_Tax_ffict,2100,12.18265,2.720276155
ssp_ag4_soc1_gwhi_exp_ipsl_NDC_Tax_ffict,2100,8.26405,2.829858261
ssp_ag4_soc1_gwhi_exp_miroc_NDC_Tax_ffict,2100,10.11037,2.70557885
ssp_ag4_soc1_gwhi_exp_noresm_NDC_Tax_ffict,2100,10.7066,2.592453966
ssp_ag5_soc1_gwlo_rs_gfdl_NDC_Tax_ffict,2100,22.663,2.036376452
ssp_ag4_soc1_gwhi_rs_gfdl_NDC_Tax_ffict,2100,9.31047,2.754134326
ssp_ag4_soc1_gwhi_rs_hadgem_NDC_Tax_ffict,2100,12.2625,2.729929159
ssp_ag4_soc1_gwhi_rs_ipsl_NDC_Tax_ffict,2100,8.30878,2.82658153
ssp_ag4_soc1_gwhi_rs_miroc_NDC_Tax_ffict,2100,10.1565,2.698439579
ssp_ag4_soc1_gwhi_rs_noresm_NDC_Tax_ffict,2100,10.72938,2.589909497
ssp_ag5_soc1_gwlo_rs_gfdl_NDC_Tax_uct,2100,29.0045,2.420383225
ssp_ag4_soc1_gwlo_exp_gfdl_NDC_Tax_ffict,2100,9.39112,2.758891748
ssp_ag4_soc1_gwlo_exp_hadgem_NDC_Tax_ffict,2100,11.49233,2.556260628
ssp_ag4_soc1_gwlo_exp_ipsl_NDC_Tax_ffict,2100,10.62318,2.808779692
ssp_ag4_soc1_gwlo_exp_miroc_NDC_Tax_ffict,2100,10.44294,2.732121573
ssp_ag4_soc1_gwlo_exp_noresm_NDC_Tax_ffict,2100,10.82351,2.586494598
ssp_ag5_soc1_gwlo_rs_hadgem_NDC_Tax_ffict,2100,23.235,1.797253794
ssp_ag4_soc1_gwlo_rs_gfdl_NDC_Tax_ffict,2100,9.5405,2.752787823
ssp_ag4_soc1_gwlo_rs_hadgem_NDC_Tax_ffict,2100,11.53099,2.553549289
ssp_ag4_soc1_gwlo_rs_ipsl_NDC_Tax_ffict,2100,8.60828,2.827129795
ssp_ag4_soc1_gwlo_rs_miroc_NDC_Tax_ffict,2100,10.42704,2.695448497
ssp_ag4_soc1_gwlo_rs_noresm_NDC_Tax_ffict,2100,10.98817,2.583098902
ssp_ag5_soc1_gwlo_rs_hadgem_NDC_Tax_uct,2100,28.6584,2.163394441
ssp_ag4_soc1_gwmed_exp_gfdl_NDC_Tax_ffict,2100,9.28872,2.75922041
ssp_ag4_soc1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,11.71638,2.625717588
ssp_ag4_soc1_gwmed_exp_ipsl_NDC_Tax_ffict,2100,8.46573,2.825322588
ssp_ag4_soc1_gwmed_exp_miroc_NDC_Tax_ffict,2100,10.12107,2.705232022
ssp_ag4_soc1_gwmed_exp_noresm_NDC_Tax_ffict,2100,10.70024,2.589097736
ssp_ag5_soc1_gwlo_rs_ipsl_NDC_Tax_ffict,2100,22.28234,2.062635034
ssp_ag4_soc1_gwmed_rs_gfdl_NDC_Tax_ffict,2100,9.32686,2.753827689
ssp_ag4_soc1_gwmed_rs_hadgem_NDC_Tax_ffict,2100,11.76095,2.623261033
ssp_ag4_soc1_gwmed_rs_ipsl_NDC_Tax_ffict,2100,8.34034,2.827180338
ssp_ag4_soc1_gwmed_rs_miroc_NDC_Tax_ffict,2100,10.18124,2.697734966
ssp_ag4_soc1_gwmed_rs_noresm_NDC_Tax_ffict,2100,10.73145,2.585782642
ssp_ag5_soc1_gwlo_rs_ipsl_NDC_Tax_uct,2100,29.2226,2.477472325
ssp_ag4_soc2_gwhi_exp_gfdl_NDC_Tax_ffict,2100,9.56275,2.913444614
ssp_ag4_soc2_gwhi_exp_gfdl_NDC_Tax_uct,2100,18.63315,3.074926361
ssp_ag4_soc2_gwhi_exp_hadgem_NDC_Tax_ffict,2100,12.88758,2.89048823
ssp_ag4_soc2_gwhi_exp_hadgem_NDC_Tax_uct,2100,20.64359,2.673172301
ssp_ag4_soc2_gwhi_exp_ipsl_NDC_Tax_ffict,2100,8.15983,2.996968242
ssp_ag4_soc2_gwhi_exp_ipsl_NDC_Tax_uct,2100,16.81968,3.152537151
ssp_ag4_soc2_gwhi_exp_miroc_NDC_Tax_ffict,2100,10.39348,2.857479551
ssp_ag4_soc2_gwhi_exp_miroc_NDC_Tax_uct,2100,18.50688,2.995089084
ssp_ag4_soc2_gwhi_exp_noresm_NDC_Tax_ffict,2100,11.15382,2.728699153
ssp_ag5_soc1_gwlo_rs_miroc_NDC_Tax_ffict,2100,23.3395,2.005922889
ssp_ag4_soc2_gwhi_exp_noresm_NDC_Tax_uct,2100,18.70091,2.833044011
ssp_ag4_soc2_gwhi_rs_gfdl_NDC_Tax_ffict,2100,9.59018,2.906426643
ssp_ag4_soc2_gwhi_rs_gfdl_NDC_Tax_uct,2100,18.05581,3.040747167
ssp_ag4_soc2_gwhi_rs_hadgem_NDC_Tax_ffict,2100,12.86078,2.876854945
ssp_ag4_soc2_gwhi_rs_hadgem_NDC_Tax_uct,2100,19.46916,2.798265073
ssp_ag4_soc2_gwhi_rs_ipsl_NDC_Tax_ffict,2100,8.21587,2.993039986
ssp_ag4_soc2_gwhi_rs_ipsl_NDC_Tax_uct,2100,16.90087,3.147650175
ssp_ag4_soc2_gwhi_rs_miroc_NDC_Tax_ffict,2100,10.45525,2.847727571
ssp_ag4_soc2_gwhi_rs_miroc_NDC_Tax_uct,2100,18.57789,2.983468278
ssp_ag4_soc2_gwhi_rs_noresm_NDC_Tax_ffict,2100,11.18056,2.724899984
ssp_ag5_soc1_gwlo_rs_miroc_NDC_Tax_uct,2100,29.1778,2.373372419
ssp_ag4_soc2_gwhi_rs_noresm_NDC_Tax_uct,2100,18.77267,2.825897191
ssp_ag4_soc2_gwlo_exp_gfdl_NDC_Tax_ffict,2100,9.6102,2.915757551
ssp_ag4_soc2_gwlo_exp_hadgem_NDC_Tax_ffict,2100,11.94661,2.696017583
ssp_ag4_soc2_gwlo_exp_hadgem_NDC_Tax_uct,2100,19.67076,2.82756301
ssp_ag4_soc2_gwlo_exp_ipsl_NDC_Tax_ffict,2100,8.55294,3.002407276
ssp_ag4_soc2_gwlo_exp_ipsl_NDC_Tax_uct,2100,17.45813,3.105755466
ssp_ag4_soc2_gwlo_exp_miroc_NDC_Tax_ffict,2100,10.54762,2.864274026
ssp_ag4_soc2_gwlo_exp_miroc_NDC_Tax_uct,2100,18.78775,2.992648743
ssp_ag4_soc2_gwlo_exp_noresm_NDC_Tax_ffict,2100,11.34283,2.725176446
ssp_ag4_soc2_gwlo_exp_noresm_NDC_Tax_uct,2100,19.0052,2.831159687
ssp_ag5_soc1_gwlo_rs_noresm_NDC_Tax_ffict,2100,21.83758,1.808107389
ssp_ag4_soc2_gwlo_rs_gfdl_NDC_Tax_ffict,2100,9.9126,2.905052063
ssp_ag4_soc2_gwlo_rs_gfdl_NDC_Tax_uct,2100,18.55421,3.041118588
ssp_ag4_soc2_gwlo_rs_hadgem_NDC_Tax_ffict,2100,12.10965,2.693149461
ssp_ag4_soc2_gwlo_rs_hadgem_NDC_Tax_uct,2100,19.81921,2.795940398
ssp_ag4_soc2_gwlo_rs_ipsl_NDC_Tax_ffict,2100,8.56752,2.991966395
ssp_ag4_soc2_gwlo_rs_ipsl_NDC_Tax_uct,2100,17.57073,3.148206394
ssp_ag4_soc2_gwlo_rs_miroc_NDC_Tax_ffict,2100,10.78038,2.844926717
ssp_ag4_soc2_gwlo_rs_miroc_NDC_Tax_uct,2100,19.10063,2.989046411
ssp_ag4_soc2_gwlo_rs_noresm_NDC_Tax_ffict,2100,11.5465,2.720176073
ssp_ag4_soc2_gwlo_rs_noresm_NDC_Tax_uct,2100,19.31826,2.826879366
ssp_ag5_soc1_gwhi_exp_hadgem_NDC_Tax_uct,2100,28.6895,2.162827335
ssp_ag5_soc1_gwlo_rs_noresm_NDC_Tax_uct,2100,28.3362,2.207296609
ssp_ag4_soc2_gwmed_exp_gfdl_NDC_Tax_ffict,2100,9.71429,2.914424116
ssp_ag4_soc2_gwmed_exp_gfdl_NDC_Tax_uct,2100,18.02263,3.051442966
ssp_ag4_soc2_gwmed_exp_hadgem_NDC_Tax_ffict,2100,11.9868,2.719512361
ssp_ag4_soc2_gwmed_exp_hadgem_NDC_Tax_uct,2100,19.3843,2.797885335
ssp_ag4_soc2_gwmed_exp_ipsl_NDC_Tax_ffict,2100,8.18571,2.996776704
ssp_ag4_soc2_gwmed_exp_ipsl_NDC_Tax_uct,2100,17.00686,3.152354482
ssp_ag4_soc2_gwmed_exp_miroc_NDC_Tax_ffict,2100,10.40847,2.856892969
ssp_ag4_soc2_gwmed_exp_miroc_NDC_Tax_uct,2100,18.61183,2.993966145
ssp_ag4_soc2_gwmed_exp_noresm_NDC_Tax_ffict,2100,11.17313,2.728343084
ssp_ag4_soc2_gwmed_exp_noresm_NDC_Tax_uct,2100,18.9454,2.833074395
ssp_ag5_soc1_gwmed_exp_gfdl_NDC_Tax_ffict,2100,22.5945,2.035319811
ssp_ag4_soc2_gwmed_rs_gfdl_NDC_Tax_ffict,2100,9.64751,2.904455358
ssp_ag4_soc2_gwmed_rs_gfdl_NDC_Tax_uct,2100,18.07866,3.041650415
ssp_ag4_soc2_gwmed_rs_hadgem_NDC_Tax_ffict,2100,12.02712,2.715517869
ssp_ag4_soc2_gwmed_rs_hadgem_NDC_Tax_uct,2100,19.48387,2.797232648
ssp_ag4_soc2_gwmed_rs_ipsl_NDC_Tax_ffict,2100,8.25704,2.992222749
ssp_ag4_soc2_gwmed_rs_ipsl_NDC_Tax_uct,2100,17.11018,3.147673514
ssp_ag4_soc2_gwmed_rs_miroc_NDC_Tax_ffict,2100,10.48723,2.847240969
ssp_ag4_soc2_gwmed_rs_miroc_NDC_Tax_uct,2100,18.76089,2.983232166
ssp_ag4_soc2_gwmed_rs_noresm_NDC_Tax_ffict,2100,11.253,2.722769879
ssp_ag4_soc2_gwmed_rs_noresm_NDC_Tax_uct,2100,19.39912,2.815868042
ssp_ag5_soc1_gwmed_exp_gfdl_NDC_Tax_uct,2100,29.1205,2.419428885
ssp_ag4_soc3_gwhi_exp_gfdl_NDC_Tax_ffict,2100,14.31552,2.848210928
ssp_ag4_soc3_gwhi_exp_gfdl_NDC_Tax_uct,2100,24.99175,3.059996094
ssp_ag4_soc3_gwhi_exp_hadgem_NDC_Tax_ffict,2100,16.92929,2.691555902
ssp_ag4_soc3_gwhi_exp_hadgem_NDC_Tax_uct,2100,25.83085,2.843669488
ssp_ag4_soc3_gwhi_exp_ipsl_NDC_Tax_ffict,2100,12.7686,2.901776655
ssp_ag4_soc3_gwhi_exp_ipsl_NDC_Tax_uct,2100,23.81539,3.09755875
ssp_ag4_soc3_gwhi_exp_miroc_NDC_Tax_ffict,2100,15.2549,2.804342518
ssp_ag4_soc3_gwhi_exp_miroc_NDC_Tax_uct,2100,25.29059,3.011826753
ssp_ag4_soc3_gwhi_exp_noresm_NDC_Tax_ffict,2100,15.84439,2.699394567
ssp_ag4_soc3_gwhi_exp_noresm_NDC_Tax_uct,2100,24.95514,2.873022866
ssp_ag5_soc1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,22.9031,1.786840347
ssp_ag4_soc3_gwhi_rs_gfdl_NDC_Tax_ffict,2100,14.40841,2.837355705
ssp_ag4_soc3_gwhi_rs_gfdl_NDC_Tax_uct,2100,25.19668,3.148174335
ssp_ag4_soc3_gwhi_rs_hadgem_NDC_Tax_ffict,2100,17.04548,2.692913493
ssp_ag4_soc3_gwhi_rs_hadgem_NDC_Tax_uct,2100,25.99997,2.842979079
ssp_ag4_soc3_gwhi_rs_ipsl_NDC_Tax_ffict,2100,12.49739,2.911530379
ssp_ag4_soc3_gwhi_rs_ipsl_NDC_Tax_uct,2100,23.60635,3.141615832
ssp_ag4_soc3_gwhi_rs_miroc_NDC_Tax_ffict,2100,15.39663,2.79635456
ssp_ag4_soc3_gwhi_rs_miroc_NDC_Tax_uct,2100,25.44116,3.003600292
ssp_ag4_soc3_gwhi_rs_noresm_NDC_Tax_ffict,2100,15.92186,2.695289235
ssp_ag4_soc3_gwhi_rs_noresm_NDC_Tax_uct,2100,24.27072,2.896691579
ssp_ag5_soc1_gwmed_exp_hadgem_NDC_Tax_uct,2100,28.7072,2.160814902
ssp_ag4_soc3_gwlo_exp_gfdl_NDC_Tax_ffict,2100,14.59908,2.848942839
ssp_ag4_soc3_gwlo_exp_gfdl_NDC_Tax_uct,2100,25.44335,3.067091647
ssp_ag4_soc3_gwlo_exp_hadgem_NDC_Tax_ffict,2100,17.04067,2.673364459
ssp_ag4_soc3_gwlo_exp_hadgem_NDC_Tax_uct,2100,26.13988,2.846044808
ssp_ag4_soc3_gwlo_exp_ipsl_NDC_Tax_ffict,2100,12.82738,2.913881244
ssp_ag4_soc3_gwlo_exp_ipsl_NDC_Tax_uct,2100,24.11431,3.15618346
ssp_ag4_soc3_gwlo_exp_miroc_NDC_Tax_ffict,2100,15.57857,2.802333682
ssp_ag4_soc3_gwlo_exp_miroc_NDC_Tax_uct,2100,25.79342,3.011643622
ssp_ag4_soc3_gwlo_exp_noresm_NDC_Tax_ffict,2100,16.18671,2.70111252
ssp_ag4_soc3_gwlo_exp_noresm_NDC_Tax_uct,2100,25.4298,2.873130712
ssp_ag5_soc1_gwmed_exp_ipsl_NDC_Tax_ffict,2100,22.17645,2.061112401
ssp_ag4_soc3_gwlo_rs_gfdl_NDC_Tax_ffict,2100,15.001,2.838479274
ssp_ag4_soc3_gwlo_rs_gfdl_NDC_Tax_uct,2100,24.83912,3.128090109
ssp_ag4_soc3_gwlo_rs_hadgem_NDC_Tax_ffict,2100,17.30508,2.673446726
ssp_ag4_soc3_gwlo_rs_hadgem_NDC_Tax_uct,2100,26.58499,2.844971641
ssp_ag4_soc3_gwlo_rs_ipsl_NDC_Tax_ffict,2100,13.10521,2.912136234
ssp_ag4_soc3_gwlo_rs_ipsl_NDC_Tax_uct,2100,24.61576,3.143041655
ssp_ag4_soc3_gwlo_rs_miroc_NDC_Tax_ffict,2100,16.03734,2.795859247
ssp_ag4_soc3_gwlo_rs_miroc_NDC_Tax_uct,2100,26.40718,3.006445839
ssp_ag4_soc3_gwlo_rs_noresm_NDC_Tax_ffict,2100,16.50508,2.693901041
ssp_ag4_soc3_gwlo_rs_noresm_NDC_Tax_uct,2100,25.75002,2.87353731
ssp_ag5_soc1_gwmed_exp_ipsl_NDC_Tax_uct,2100,29.2109,2.478075221
ssp_ag4_soc3_gwmed_exp_gfdl_NDC_Tax_ffict,2100,14.31689,2.84806307
ssp_ag4_soc3_gwmed_exp_gfdl_NDC_Tax_uct,2100,25.03827,3.060264404
ssp_ag4_soc3_gwmed_exp_hadgem_NDC_Tax_ffict,2100,16.46849,2.662369147
ssp_ag4_soc3_gwmed_exp_hadgem_NDC_Tax_uct,2100,25.92563,2.844711676
ssp_ag4_soc3_gwmed_exp_ipsl_NDC_Tax_ffict,2100,12.42538,2.915906297
ssp_ag4_soc3_gwmed_exp_ipsl_NDC_Tax_uct,2100,23.48182,3.126029447
ssp_ag4_soc3_gwmed_exp_miroc_NDC_Tax_ffict,2100,15.28598,2.803983353
ssp_ag4_soc3_gwmed_exp_miroc_NDC_Tax_uct,2100,25.38257,3.010407674
ssp_ag4_soc3_gwmed_exp_noresm_NDC_Tax_ffict,2100,15.88018,2.699612678
ssp_ag4_soc3_gwmed_exp_noresm_NDC_Tax_uct,2100,25.33333,2.872951705
ssp_ag5_soc1_gwmed_exp_miroc_NDC_Tax_ffict,2100,23.2106,2.005723425
ssp_ag4_soc3_gwmed_rs_gfdl_NDC_Tax_ffict,2100,14.44134,2.838778401
ssp_ag4_soc3_gwmed_rs_gfdl_NDC_Tax_uct,2100,25.16589,3.050722422
ssp_ag4_soc3_gwmed_rs_hadgem_NDC_Tax_ffict,2100,16.9639,2.674709884
ssp_ag4_soc3_gwmed_rs_hadgem_NDC_Tax_uct,2100,26.01475,2.843163822
ssp_ag4_soc3_gwmed_rs_ipsl_NDC_Tax_ffict,2100,12.56663,2.911279991
ssp_ag4_soc3_gwmed_rs_ipsl_NDC_Tax_uct,2100,23.95508,3.142275634
ssp_ag4_soc3_gwmed_rs_miroc_NDC_Tax_uct,2100,25.79821,3.004395997
ssp_ag4_soc3_gwmed_rs_noresm_NDC_Tax_ffict,2100,15.96326,2.69481694
ssp_ag4_soc3_gwmed_rs_noresm_NDC_Tax_uct,2100,25.33981,2.866065846
ssp_ag4_soc4_gwhi_exp_gfdl_NDC_Tax_ffict,2100,10.39103,2.611740782
ssp_ag5_soc1_gwmed_exp_miroc_NDC_Tax_uct,2100,29.1581,2.375934145
ssp_ag4_soc4_gwhi_exp_gfdl_NDC_Tax_uct,2100,19.17007,2.759600626
ssp_ag4_soc4_gwhi_exp_hadgem_NDC_Tax_ffict,2100,14.49298,2.774256291
ssp_ag4_soc4_gwhi_exp_hadgem_NDC_Tax_uct,2100,20.64911,2.598693006
ssp_ag4_soc4_gwhi_exp_ipsl_NDC_Tax_ffict,2100,7.35281,2.60503355
ssp_ag4_soc4_gwhi_exp_ipsl_NDC_Tax_uct,2100,17.80094,2.828686698
ssp_ag4_soc4_gwhi_exp_miroc_NDC_Tax_ffict,2100,11.46218,2.570282016
ssp_ag4_soc4_gwhi_exp_miroc_NDC_Tax_uct,2100,19.68673,2.720389471
ssp_ag4_soc4_gwhi_exp_noresm_NDC_Tax_ffict,2100,12.08131,2.509318491
ssp_ag4_soc4_gwhi_exp_noresm_NDC_Tax_uct,2100,19.74539,2.617299113
ssp_ag4_soc4_gwhi_rs_gfdl_NDC_Tax_ffict,2100,10.86222,2.730126102
ssp_ag5_soc1_gwmed_exp_noresm_NDC_Tax_ffict,2100,21.84105,1.817738635
ssp_ag4_soc4_gwhi_rs_gfdl_NDC_Tax_uct,2100,19.20756,2.75806529
ssp_ag4_soc4_gwhi_rs_hadgem_NDC_Tax_ffict,2100,14.50569,2.766340851
ssp_ag4_soc4_gwhi_rs_hadgem_NDC_Tax_uct,2100,20.36563,2.615077914
ssp_ag4_soc4_gwhi_rs_ipsl_NDC_Tax_ffict,2100,9.02721,2.665597216
ssp_ag4_soc4_gwhi_rs_ipsl_NDC_Tax_uct,2100,17.88751,2.82576406
ssp_ag4_soc4_gwhi_rs_miroc_NDC_Tax_ffict,2100,11.5243,2.590258196
ssp_ag4_soc4_gwhi_rs_miroc_NDC_Tax_uct,2100,19.88214,2.711330809
ssp_ag4_soc4_gwhi_rs_noresm_NDC_Tax_ffict,2100,12.02368,2.504566502
ssp_ag4_soc4_gwhi_rs_noresm_NDC_Tax_uct,2100,20.42954,2.645678
ssp_ag4_soc4_gwlo_exp_gfdl_NDC_Tax_ffict,2100,10.43131,2.609249163
ssp_ag5_soc1_gwhi_exp_ipsl_NDC_Tax_ffict,2100,22.16717,2.062972321
ssp_ag5_soc1_gwmed_exp_noresm_NDC_Tax_uct,2100,28.2075,2.194839365
ssp_ag4_soc4_gwlo_exp_gfdl_NDC_Tax_uct,2100,19.31543,2.759944612
ssp_ag4_soc4_gwlo_exp_hadgem_NDC_Tax_ffict,2100,12.97957,2.465962304
ssp_ag4_soc4_gwlo_exp_hadgem_NDC_Tax_uct,2100,20.69184,2.590405796
ssp_ag4_soc4_gwlo_exp_ipsl_NDC_Tax_ffict,2100,9.01408,2.664387889
ssp_ag4_soc4_gwlo_exp_ipsl_NDC_Tax_uct,2100,17.93571,2.823476294
ssp_ag4_soc4_gwlo_exp_miroc_NDC_Tax_ffict,2100,11.55354,2.56868026
ssp_ag4_soc4_gwlo_exp_miroc_NDC_Tax_uct,2100,19.866,2.720410548
ssp_ag4_soc4_gwlo_exp_noresm_NDC_Tax_ffict,2100,12.09534,2.491421925
ssp_ag4_soc4_gwlo_exp_noresm_NDC_Tax_uct,2100,18.89676,2.581689402
ssp_ag4_soc4_gwlo_rs_gfdl_NDC_Tax_ffict,2100,10.52772,2.60910941
ssp_ag5_soc1_gwmed_rs_gfdl_NDC_Tax_ffict,2100,22.6652,2.036147159
ssp_ag4_soc4_gwlo_rs_gfdl_NDC_Tax_uct,2100,19.44185,2.758155279
ssp_ag4_soc4_gwlo_rs_hadgem_NDC_Tax_ffict,2100,13.01891,2.466311481
ssp_ag4_soc4_gwlo_rs_hadgem_NDC_Tax_uct,2100,20.72036,2.59069419
ssp_ag4_soc4_gwlo_rs_ipsl_NDC_Tax_ffict,2100,8.82552,2.739077889
ssp_ag4_soc4_gwlo_rs_ipsl_NDC_Tax_uct,2100,18.22876,2.826574235
ssp_ag4_soc4_gwlo_rs_miroc_NDC_Tax_ffict,2100,11.86159,2.574146119
ssp_ag4_soc4_gwlo_rs_miroc_NDC_Tax_uct,2100,20.05365,2.718286599
ssp_ag4_soc4_gwlo_rs_noresm_NDC_Tax_ffict,2100,12.13607,2.492316648
ssp_ag4_soc4_gwlo_rs_noresm_NDC_Tax_uct,2100,20.50278,2.642248743
ssp_ag4_soc4_gwmed_exp_gfdl_NDC_Tax_ffict,2100,10.39213,2.611036412
ssp_ag5_soc1_gwmed_rs_gfdl_NDC_Tax_uct,2100,29.0733,2.418735453
ssp_ag4_soc4_gwmed_exp_gfdl_NDC_Tax_uct,2100,19.19015,2.761124753
ssp_ag4_soc4_gwmed_exp_hadgem_NDC_Tax_ffict,2100,13.90794,2.644109603
ssp_ag4_soc4_gwmed_exp_hadgem_NDC_Tax_uct,2100,20.61157,2.591260263
ssp_ag4_soc4_gwmed_exp_ipsl_NDC_Tax_ffict,2100,9.14288,2.673226696
ssp_ag4_soc4_gwmed_exp_ipsl_NDC_Tax_uct,2100,18.45096,2.85624992
ssp_ag4_soc4_gwmed_exp_miroc_NDC_Tax_ffict,2100,11.46323,2.563870919
ssp_ag4_soc4_gwmed_exp_miroc_NDC_Tax_uct,2100,19.69288,2.720526379
ssp_ag4_soc4_gwmed_exp_noresm_NDC_Tax_ffict,2100,12.03306,2.501711498
ssp_ag4_soc4_gwmed_exp_noresm_NDC_Tax_uct,2100,19.76089,2.617303725
ssp_ag4_soc4_gwmed_rs_gfdl_NDC_Tax_ffict,2100,10.29339,2.602652705
ssp_ag5_soc1_gwmed_rs_hadgem_NDC_Tax_ffict,2100,23.1108,1.796236225
ssp_ag4_soc4_gwmed_rs_gfdl_NDC_Tax_uct,2100,19.21288,2.758021113
ssp_ag4_soc4_gwmed_rs_hadgem_NDC_Tax_ffict,2100,13.85759,2.627385037
ssp_ag4_soc4_gwmed_rs_hadgem_NDC_Tax_uct,2100,20.65167,2.591177523
ssp_ag4_soc4_gwmed_rs_ipsl_NDC_Tax_ffict,2100,7.2164,2.857248397
ssp_ag4_soc4_gwmed_rs_ipsl_NDC_Tax_uct,2100,18.58359,2.760115696
ssp_ag4_soc4_gwmed_rs_miroc_NDC_Tax_ffict,2100,11.41447,2.571912683
ssp_ag4_soc4_gwmed_rs_miroc_NDC_Tax_uct,2100,19.77857,2.718849739
ssp_ag4_soc4_gwmed_rs_noresm_NDC_Tax_ffict,2100,12.12738,2.498920603
ssp_ag4_soc4_gwmed_rs_noresm_NDC_Tax_uct,2100,19.78816,2.615248251
ssp_ag4_soc5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,7.64077,3.111975808
ssp_ag5_soc1_gwmed_rs_hadgem_NDC_Tax_uct,2100,28.6871,2.162006053
ssp_ag4_soc5_gwhi_exp_gfdl_NDC_Tax_uct,2100,13.84028,3.249082229
ssp_ag4_soc5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,9.73455,2.845924445
ssp_ag4_soc5_gwhi_exp_hadgem_NDC_Tax_uct,2100,15.02826,2.93001636
ssp_ag4_soc5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,6.28439,3.225190192
ssp_ag4_soc5_gwhi_exp_ipsl_NDC_Tax_uct,2100,12.65293,3.372083184
ssp_ag4_soc5_gwhi_exp_miroc_NDC_Tax_ffict,2100,8.26152,3.043986467
ssp_ag4_soc5_gwhi_exp_miroc_NDC_Tax_uct,2100,14.01115,3.167411882
ssp_ag4_soc5_gwhi_exp_noresm_NDC_Tax_ffict,2100,9.20438,2.876399617
ssp_ag4_soc5_gwhi_exp_noresm_NDC_Tax_uct,2100,14.59087,2.966062825
ssp_ag4_soc5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,7.67581,3.09925117
ssp_ag5_soc1_gwmed_rs_ipsl_NDC_Tax_ffict,2100,22.26811,2.060120059
ssp_ag4_soc5_gwhi_rs_gfdl_NDC_Tax_uct,2100,13.62753,3.225780418
ssp_ag4_soc5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,9.76673,2.840404617
ssp_ag4_soc5_gwhi_rs_hadgem_NDC_Tax_uct,2100,15.0734,2.92382465
ssp_ag4_soc5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,6.32887,3.217410223
ssp_ag4_soc5_gwhi_rs_ipsl_NDC_Tax_uct,2100,12.71203,3.363161656
ssp_ag4_soc5_gwhi_rs_miroc_NDC_Tax_ffict,2100,8.33306,3.028023968
ssp_ag4_soc5_gwhi_rs_miroc_NDC_Tax_uct,2100,14.08156,3.153804842
ssp_ag4_soc5_gwhi_rs_noresm_NDC_Tax_ffict,2100,9.24055,2.867764637
ssp_ag4_soc5_gwhi_rs_noresm_NDC_Tax_uct,2100,14.56273,2.961077581
ssp_ag4_soc5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,7.81763,3.101294596
ssp_ag5_soc1_gwmed_rs_ipsl_NDC_Tax_uct,2100,29.2352,2.477870525
ssp_ag4_soc5_gwlo_exp_gfdl_NDC_Tax_uct,2100,13.54646,3.23725515
ssp_ag4_soc5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,9.83473,2.840488075
ssp_ag4_soc5_gwlo_exp_hadgem_NDC_Tax_uct,2100,16.35424,2.959884142
ssp_ag4_soc5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,6.43639,3.223650779
ssp_ag4_soc5_gwlo_exp_ipsl_NDC_Tax_uct,2100,12.73591,3.372976821
ssp_ag4_soc5_gwlo_exp_miroc_NDC_Tax_ffict,2100,8.44574,3.040037113
ssp_ag4_soc5_gwlo_exp_miroc_NDC_Tax_uct,2100,14.23751,3.165113584
ssp_ag4_soc5_gwlo_exp_noresm_NDC_Tax_ffict,2100,9.3923,2.872841673
ssp_ag4_soc5_gwlo_exp_noresm_NDC_Tax_uct,2100,14.75037,2.963695811
ssp_ag4_soc5_gwlo_rs_gfdl_NDC_Tax_ffict,2100,8.05654,3.094504138
ssp_ag5_soc1_gwmed_rs_miroc_NDC_Tax_ffict,2100,23.3156,2.0059167
ssp_ag4_soc5_gwlo_rs_gfdl_NDC_Tax_uct,2100,14.13376,3.222900761
ssp_ag4_soc5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,10.02974,2.834557052
ssp_ag4_soc5_gwlo_rs_hadgem_NDC_Tax_uct,2100,15.61725,2.916833439
ssp_ag4_soc5_gwlo_rs_ipsl_NDC_Tax_ffict,2100,6.83462,3.21431643
ssp_ag4_soc5_gwlo_rs_ipsl_NDC_Tax_uct,2100,13.48866,3.307538746
ssp_ag4_soc5_gwlo_rs_miroc_NDC_Tax_ffict,2100,8.74279,3.022973493
ssp_ag4_soc5_gwlo_rs_miroc_NDC_Tax_uct,2100,14.70867,3.146072493
ssp_ag4_soc5_gwlo_rs_noresm_NDC_Tax_ffict,2100,9.63324,2.863372514
ssp_ag4_soc5_gwlo_rs_noresm_NDC_Tax_uct,2100,15.07263,2.95300836
ssp_ag4_soc5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,7.65722,3.111697433
