scenario,year,cotton_withdrawal,cotton_scarcity
ssp_ag2_soc2_gwlo_rs_hadgem_NDC_Tax_ffict,2100,28.6276,1.99257409
ssp_ag2_soc2_gwlo_rs_hadgem_NDC_Tax_uct,2100,35.6199,2.405891231
ssp_ag2_soc2_gwlo_rs_ipsl_NDC_Tax_ffict,2100,28.2357,2.3199249
ssp_ag2_soc2_gwlo_rs_ipsl_NDC_Tax_uct,2100,36.9566,2.708518062
ssp_ag2_soc2_gwlo_rs_miroc_NDC_Tax_ffict,2100,29.3012,2.120752034
ssp_ag2_soc2_gwlo_rs_miroc_NDC_Tax_uct,2100,36.9738,2.582405711
ssp_ag2_soc2_gwlo_rs_noresm_NDC_Tax_ffict,2100,27.4021,2.005810524
ssp_ag2_soc2_gwlo_rs_noresm_NDC_Tax_uct,2100,35.2681,2.436619139
ssp_ag2_soc2_gwmed_exp_gfdl_NDC_Tax_ffict,2100,28.0886,2.211316676
ssp_socio5_ag1_gwhi_exp_gfdl_NDC_Tax_ffict,2100,26.4778,2.356032554
ssp_socio5_ag1_gwhi_exp_noresm_NDC_Tax_uct,2100,27.1928,2.417046153
ssp_socio5_ag2_gwlo_rs_noresm_NDC_Tax_uct,2100,23.18886,1.824593593
ssp_socio2_ag2_gwmed_exp_gfdl_NDC_Tax_uct,2100,36.3269,2.63671552
ssp_socio2_ag2_gwmed_exp_hadgem_NDC_Tax_ffict,2100,28.483,1.987987811
ssp_socio2_ag2_gwmed_exp_hadgem_NDC_Tax_uct,2100,35.5047,2.406798365
ssp_socio2_ag2_gwmed_exp_ipsl_NDC_Tax_ffict,2100,27.837,2.305033004
ssp_socio2_ag2_gwmed_exp_ipsl_NDC_Tax_uct,2100,36.4681,2.710026499
ssp_socio2_ag2_gwmed_exp_miroc_NDC_Tax_ffict,2100,28.9117,2.118871389
ssp_socio2_ag2_gwmed_exp_miroc_NDC_Tax_uct,2100,36.3864,2.591412122
ssp_socio2_ag2_gwmed_exp_noresm_NDC_Tax_ffict,2100,27.1025,2.005697881
ssp_socio2_ag2_gwmed_exp_noresm_NDC_Tax_uct,2100,34.7762,2.439114808
ssp_socio2_ag2_gwmed_rs_gfdl_NDC_Tax_ffict,2100,28.1826,2.211348939
ssp_socio5_ag2_gwmed_exp_gfdl_NDC_Tax_ffict,2100,18.37423,1.732484177
ssp_socio2_ag2_gwmed_rs_gfdl_NDC_Tax_uct,2100,36.3269,2.629263014
ssp_socio2_ag2_gwmed_rs_hadgem_NDC_Tax_ffict,2100,28.5562,1.990843929
ssp_socio2_ag2_gwmed_rs_hadgem_NDC_Tax_uct,2100,35.4964,2.406304117
ssp_socio2_ag2_gwmed_rs_ipsl_NDC_Tax_ffict,2100,28.0761,2.339541133
ssp_socio2_ag2_gwmed_rs_ipsl_NDC_Tax_uct,2100,36.5179,2.708522596
ssp_socio2_ag2_gwmed_rs_miroc_NDC_Tax_ffict,2100,29.0619,2.120416018
ssp_socio2_ag2_gwmed_rs_miroc_NDC_Tax_uct,2100,36.4923,2.583972478
ssp_socio2_ag2_gwmed_rs_noresm_NDC_Tax_ffict,2100,27.1613,2.005525644
ssp_socio2_ag2_gwmed_rs_noresm_NDC_Tax_uct,2100,34.766,2.436157695
ssp_socio2_ag3_gwhi_exp_gfdl_NDC_Tax_ffict,2100,22.29504,1.700461069
ssp_socio5_ag2_gwmed_exp_gfdl_NDC_Tax_uct,2100,23.43174,2.111288023
ssp_socio2_ag3_gwhi_exp_gfdl_NDC_Tax_uct,2100,27.85677,2.044197615
ssp_socio2_ag3_gwhi_exp_hadgem_NDC_Tax_ffict,2100,22.46111,1.387987256
ssp_socio2_ag3_gwhi_exp_hadgem_NDC_Tax_uct,2100,27.93881,1.705859137
ssp_socio2_ag3_gwhi_exp_ipsl_NDC_Tax_ffict,2100,22.28221,1.827345907
ssp_socio2_ag3_gwhi_exp_ipsl_NDC_Tax_uct,2100,27.84472,2.189120522
ssp_socio2_ag3_gwhi_exp_miroc_NDC_Tax_ffict,2100,22.63466,1.601514023
ssp_socio2_ag3_gwhi_exp_miroc_NDC_Tax_uct,2100,28.01997,1.975779039
ssp_socio2_ag3_gwhi_exp_noresm_NDC_Tax_ffict,2100,21.95999,1.438945799
ssp_socio2_ag3_gwhi_exp_noresm_NDC_Tax_uct,2100,27.67685,1.75248583
ssp_socio2_ag3_gwhi_rs_gfdl_NDC_Tax_ffict,2100,22.35672,1.697315584
ssp_socio5_ag2_gwmed_exp_hadgem_NDC_Tax_ffict,2100,18.64557,1.415735103
ssp_socio2_ag3_gwhi_rs_gfdl_NDC_Tax_uct,2100,27.89354,2.040534366
ssp_socio2_ag3_gwhi_rs_hadgem_NDC_Tax_ffict,2100,22.5109,1.387802338
ssp_socio2_ag3_gwhi_rs_hadgem_NDC_Tax_uct,2100,27.97052,1.704456478
ssp_socio2_ag3_gwhi_rs_ipsl_NDC_Tax_ffict,2100,22.35953,1.82737452
ssp_socio2_ag3_gwhi_rs_ipsl_NDC_Tax_uct,2100,27.92147,2.189004554
ssp_socio2_ag3_gwhi_rs_miroc_NDC_Tax_ffict,2100,22.74415,1.597485877
ssp_socio2_ag3_gwhi_rs_miroc_NDC_Tax_uct,2100,28.12087,1.969574087
ssp_socio2_ag3_gwhi_rs_noresm_NDC_Tax_ffict,2100,21.99219,1.437506541
ssp_socio2_ag3_gwhi_rs_noresm_NDC_Tax_uct,2100,27.69379,1.750317118
ssp_socio2_ag3_gwlo_exp_gfdl_NDC_Tax_ffict,2100,22.4726,1.703009257
ssp_socio5_ag2_gwmed_exp_hadgem_NDC_Tax_uct,2100,23.469,1.781624422
ssp_socio2_ag3_gwlo_exp_gfdl_NDC_Tax_uct,2100,28.06225,2.045561736
ssp_socio2_ag3_gwlo_exp_hadgem_NDC_Tax_ffict,2100,22.53846,1.387410966
ssp_socio2_ag3_gwlo_exp_hadgem_NDC_Tax_uct,2100,28.08287,1.706782323
ssp_socio2_ag3_gwlo_exp_ipsl_NDC_Tax_ffict,2100,22.49551,1.83027254
ssp_socio2_ag3_gwlo_exp_ipsl_NDC_Tax_uct,2100,28.03221,2.19088431
ssp_socio2_ag3_gwlo_exp_miroc_NDC_Tax_ffict,2100,22.88452,1.601766138
ssp_socio2_ag3_gwlo_exp_miroc_NDC_Tax_uct,2100,28.28077,1.975633782
ssp_socio2_ag3_gwlo_exp_noresm_NDC_Tax_ffict,2100,22.2195,1.438694408
ssp_socio2_ag3_gwlo_exp_noresm_NDC_Tax_uct,2100,27.97754,1.751050668
ssp_socio2_ag3_gwlo_rs_gfdl_NDC_Tax_ffict,2100,22.77355,1.704606857
ssp_socio5_ag2_gwmed_exp_ipsl_NDC_Tax_ffict,2100,18.32358,1.842080535
ssp_socio2_ag3_gwlo_rs_gfdl_NDC_Tax_uct,2100,28.39123,2.046005705
ssp_socio2_ag3_gwlo_rs_hadgem_NDC_Tax_ffict,2100,22.77004,1.387865063
ssp_socio2_ag3_gwlo_rs_hadgem_NDC_Tax_uct,2100,28.2907,1.705317312
ssp_socio2_ag3_gwlo_rs_ipsl_NDC_Tax_ffict,2100,23.01058,1.837461896
ssp_socio2_ag3_gwlo_rs_ipsl_NDC_Tax_uct,2100,28.62832,2.198869578
ssp_socio2_ag3_gwlo_rs_miroc_NDC_Tax_ffict,2100,23.28379,1.601918125
ssp_socio2_ag3_gwlo_rs_miroc_NDC_Tax_uct,2100,28.75167,1.95815777
ssp_socio2_ag3_gwlo_rs_noresm_NDC_Tax_ffict,2100,22.58429,1.440298863
ssp_socio2_ag3_gwlo_rs_noresm_NDC_Tax_uct,2100,28.39488,1.751658198
ssp_socio2_ag3_gwmed_exp_gfdl_NDC_Tax_ffict,2100,22.31008,1.701481922
ssp_socio5_ag2_gwmed_exp_ipsl_NDC_Tax_uct,2100,23.47921,2.257785138
ssp_socio2_ag3_gwmed_exp_gfdl_NDC_Tax_uct,2100,27.87067,2.044152171
ssp_socio2_ag3_gwmed_exp_hadgem_NDC_Tax_ffict,2100,22.46892,1.38806526
ssp_socio2_ag3_gwmed_exp_hadgem_NDC_Tax_uct,2100,27.94401,1.705870006
ssp_socio2_ag3_gwmed_exp_ipsl_NDC_Tax_ffict,2100,22.27117,1.824858726
ssp_socio2_ag3_gwmed_exp_ipsl_NDC_Tax_uct,2100,27.87857,2.189209626
ssp_socio2_ag3_gwmed_exp_miroc_NDC_Tax_ffict,2100,22.6474,1.601622837
ssp_socio2_ag3_gwmed_exp_miroc_NDC_Tax_uct,2100,28.0312,1.976203622
ssp_socio2_ag3_gwmed_exp_noresm_NDC_Tax_ffict,2100,21.96914,1.439432521
ssp_socio2_ag3_gwmed_exp_noresm_NDC_Tax_uct,2100,27.68828,1.753015091
ssp_socio2_ag3_gwmed_rs_gfdl_NDC_Tax_ffict,2100,22.38128,1.699725847
ssp_socio5_ag2_gwmed_exp_miroc_NDC_Tax_ffict,2100,18.81668,1.612840737
ssp_socio2_ag3_gwmed_rs_gfdl_NDC_Tax_uct,2100,27.91333,2.040760298
ssp_socio2_ag3_gwmed_rs_hadgem_NDC_Tax_ffict,2100,22.53718,1.38905947
ssp_socio2_ag3_gwmed_rs_hadgem_NDC_Tax_uct,2100,27.97943,1.704758328
ssp_socio2_ag3_gwmed_rs_ipsl_NDC_Tax_ffict,2100,22.38926,1.828146705
ssp_socio2_ag3_gwmed_rs_ipsl_NDC_Tax_uct,2100,27.96317,2.189510661
ssp_socio2_ag3_gwmed_rs_miroc_NDC_Tax_ffict,2100,22.76333,1.597758063
ssp_socio2_ag3_gwmed_rs_miroc_NDC_Tax_uct,2100,28.13313,1.967218111
ssp_socio2_ag3_gwmed_rs_noresm_NDC_Tax_ffict,2100,22.00747,1.437888392
ssp_socio2_ag3_gwmed_rs_noresm_NDC_Tax_uct,2100,27.71634,1.75025346
ssp_socio2_ag4_gwhi_exp_gfdl_NDC_Tax_ffict,2100,19.82156,1.468558022
ssp_socio5_ag2_gwmed_exp_miroc_NDC_Tax_uct,2100,23.59911,2.036106578
ssp_socio2_ag4_gwhi_exp_gfdl_NDC_Tax_uct,2100,28.06742,1.857350398
ssp_socio2_ag4_gwhi_exp_hadgem_NDC_Tax_ffict,2100,19.93339,1.19125437
ssp_socio2_ag4_gwhi_exp_hadgem_NDC_Tax_uct,2100,28.20719,1.528743459
ssp_socio2_ag4_gwhi_exp_ipsl_NDC_Tax_ffict,2100,19.77503,1.564731855
ssp_socio2_ag4_gwhi_exp_ipsl_NDC_Tax_uct,2100,28.12162,2.004488801
ssp_socio2_ag4_gwhi_exp_miroc_NDC_Tax_ffict,2100,20.17754,1.362685981
ssp_socio2_ag4_gwhi_exp_miroc_NDC_Tax_uct,2100,28.33179,1.769748313
ssp_socio2_ag4_gwhi_exp_noresm_NDC_Tax_ffict,2100,19.44944,1.242300844
ssp_socio2_ag4_gwhi_exp_noresm_NDC_Tax_uct,2100,27.87878,1.575805781
ssp_socio2_ag4_gwhi_rs_gfdl_NDC_Tax_ffict,2100,19.93757,1.470905724
ssp_socio5_ag2_gwmed_exp_noresm_NDC_Tax_ffict,2100,17.88986,1.453170156
ssp_socio2_ag4_gwhi_rs_gfdl_NDC_Tax_uct,2100,28.13698,1.858290401
ssp_socio2_ag4_gwhi_rs_hadgem_NDC_Tax_ffict,2100,20.01238,1.192934024
ssp_socio2_ag4_gwhi_rs_hadgem_NDC_Tax_uct,2100,28.2717,1.530870788
ssp_socio2_ag4_gwhi_rs_ipsl_NDC_Tax_ffict,2100,19.88659,1.567948793
ssp_socio2_ag4_gwhi_rs_ipsl_NDC_Tax_uct,2100,28.22539,2.006657694
ssp_socio2_ag4_gwhi_rs_miroc_NDC_Tax_ffict,2100,20.29545,1.362800206
ssp_socio2_ag4_gwhi_rs_miroc_NDC_Tax_uct,2100,28.44631,1.769391438
ssp_socio2_ag4_gwhi_rs_noresm_NDC_Tax_ffict,2100,19.51884,1.243013986
ssp_socio2_ag4_gwhi_rs_noresm_NDC_Tax_uct,2100,27.92857,1.575766706
ssp_socio2_ag4_gwlo_exp_gfdl_NDC_Tax_ffict,2100,20.0417,1.475773058
ssp_socio5_ag1_gwhi_rs_gfdl_NDC_Tax_ffict,2100,26.5652,2.35602062
ssp_socio5_ag2_gwmed_exp_noresm_NDC_Tax_uct,2100,23.14,1.827450553
ssp_socio2_ag4_gwlo_exp_gfdl_NDC_Tax_uct,2100,28.2766,1.860578552
ssp_socio2_ag4_gwlo_exp_hadgem_NDC_Tax_ffict,2100,20.02731,1.187930197
ssp_socio2_ag4_gwlo_exp_hadgem_NDC_Tax_uct,2100,28.31619,1.528323638
ssp_socio2_ag4_gwlo_exp_ipsl_NDC_Tax_ffict,2100,19.92861,1.568015902
ssp_socio2_ag4_gwlo_exp_ipsl_NDC_Tax_uct,2100,28.30959,2.006409925
ssp_socio2_ag4_gwlo_exp_miroc_NDC_Tax_ffict,2100,20.40694,1.364316603
ssp_socio2_ag4_gwlo_exp_miroc_NDC_Tax_uct,2100,28.61395,1.771645534
ssp_socio2_ag4_gwlo_exp_noresm_NDC_Tax_ffict,2100,19.67614,1.244542085
ssp_socio2_ag4_gwlo_exp_noresm_NDC_Tax_uct,2100,28.17142,1.575793701
ssp_socio2_ag4_gwlo_rs_gfdl_NDC_Tax_ffict,2100,20.25656,1.477594345
ssp_socio5_ag2_gwmed_rs_gfdl_NDC_Tax_ffict,2100,18.39331,1.731482456
ssp_socio2_ag4_gwlo_rs_gfdl_NDC_Tax_uct,2100,28.64282,1.864034598
ssp_socio2_ag4_gwlo_rs_hadgem_NDC_Tax_ffict,2100,20.24261,1.190460822
ssp_socio2_ag4_gwlo_rs_hadgem_NDC_Tax_uct,2100,28.66389,1.533372419
ssp_socio2_ag4_gwlo_rs_ipsl_NDC_Tax_ffict,2100,20.43566,1.581042694
ssp_socio2_ag4_gwlo_rs_ipsl_NDC_Tax_uct,2100,28.93407,2.014621297
ssp_socio2_ag4_gwlo_rs_miroc_NDC_Tax_ffict,2100,20.75409,1.367277389
ssp_socio2_ag4_gwlo_rs_miroc_NDC_Tax_uct,2100,29.06255,1.772430506
ssp_socio2_ag4_gwlo_rs_noresm_NDC_Tax_ffict,2100,19.97424,1.245083137
ssp_socio2_ag4_gwlo_rs_noresm_NDC_Tax_uct,2100,28.62112,1.58138606
ssp_socio2_ag4_gwmed_exp_gfdl_NDC_Tax_ffict,2100,19.8735,1.471524974
ssp_socio5_ag2_gwmed_rs_gfdl_NDC_Tax_uct,2100,23.4232,2.109721429
ssp_socio2_ag4_gwmed_exp_gfdl_NDC_Tax_uct,2100,28.07589,1.858178368
ssp_socio2_ag4_gwmed_exp_hadgem_NDC_Tax_ffict,2100,19.96735,1.188491469
ssp_socio2_ag4_gwmed_exp_hadgem_NDC_Tax_uct,2100,28.21726,1.529573713
ssp_socio2_ag4_gwmed_exp_ipsl_NDC_Tax_ffict,2100,19.79966,1.565796407
ssp_socio2_ag4_gwmed_exp_ipsl_NDC_Tax_uct,2100,28.1814,2.004517928
ssp_socio2_ag4_gwmed_exp_miroc_NDC_Tax_ffict,2100,20.21883,1.364700266
ssp_socio2_ag4_gwmed_exp_miroc_NDC_Tax_uct,2100,28.34761,1.771118491
ssp_socio2_ag4_gwmed_exp_noresm_NDC_Tax_ffict,2100,19.4531,1.242192544
ssp_socio2_ag4_gwmed_exp_noresm_NDC_Tax_uct,2100,27.90389,1.576084221
ssp_socio2_ag4_gwmed_rs_gfdl_NDC_Tax_ffict,2100,19.94557,1.470619097
ssp_socio5_ag2_gwmed_rs_hadgem_NDC_Tax_ffict,2100,18.64052,1.413779436
ssp_socio2_ag4_gwmed_rs_gfdl_NDC_Tax_uct,2100,28.15803,1.859673557
ssp_socio2_ag4_gwmed_rs_hadgem_NDC_Tax_ffict,2100,20.05346,1.190737904
ssp_socio2_ag4_gwmed_rs_hadgem_NDC_Tax_uct,2100,28.2841,1.532691281
ssp_socio2_ag4_gwmed_rs_ipsl_NDC_Tax_ffict,2100,19.96528,1.572544886
ssp_socio2_ag4_gwmed_rs_ipsl_NDC_Tax_uct,2100,28.30922,2.008600208
ssp_socio2_ag4_gwmed_rs_miroc_NDC_Tax_ffict,2100,20.33772,1.364291202
ssp_socio2_ag4_gwmed_rs_miroc_NDC_Tax_uct,2100,28.49603,1.771305167
ssp_socio2_ag4_gwmed_rs_noresm_NDC_Tax_ffict,2100,19.5394,1.243922273
ssp_socio2_ag4_gwmed_rs_noresm_NDC_Tax_uct,2100,27.95851,1.57753399
ssp_socio2_ag5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,36.9409,2.461479829
ssp_socio5_ag2_gwmed_rs_hadgem_NDC_Tax_uct,2100,23.46224,1.78153434
ssp_socio2_ag5_gwhi_exp_gfdl_NDC_Tax_uct,2100,51.4865,2.688998842
ssp_socio2_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,37.4699,2.231680285
ssp_socio2_ag5_gwhi_exp_hadgem_NDC_Tax_uct,2100,50.2206,2.573226855
ssp_socio2_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,36.3915,2.508257735
ssp_socio2_ag5_gwhi_exp_ipsl_NDC_Tax_uct,2100,51.3056,2.730962179
ssp_socio2_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,38.2247,2.402826091
ssp_socio2_ag5_gwhi_exp_miroc_NDC_Tax_uct,2100,51.6721,2.659660077
ssp_socio2_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,35.0088,2.237405844
ssp_socio2_ag5_gwhi_exp_noresm_NDC_Tax_uct,2100,48.8461,2.584041216
ssp_socio2_ag5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,37.0195,2.458996904
ssp_socio5_ag2_gwmed_rs_ipsl_NDC_Tax_ffict,2100,18.39301,1.826142347
ssp_socio2_ag5_gwhi_rs_gfdl_NDC_Tax_uct,2100,51.4817,2.67849681
ssp_socio2_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,37.5208,2.236553858
ssp_socio2_ag5_gwhi_rs_hadgem_NDC_Tax_uct,2100,50.2149,2.570190599
ssp_socio2_ag5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,36.5007,2.513696255
ssp_socio2_ag5_gwhi_rs_ipsl_NDC_Tax_uct,2100,51.3283,2.723343793
ssp_socio2_ag5_gwhi_rs_miroc_NDC_Tax_ffict,2100,38.288,2.401873129
ssp_socio2_ag5_gwhi_rs_miroc_NDC_Tax_uct,2100,51.7222,2.649795668
ssp_socio2_ag5_gwhi_rs_noresm_NDC_Tax_ffict,2100,35.0978,2.241352773
ssp_socio2_ag5_gwhi_rs_noresm_NDC_Tax_uct,2100,48.7834,2.578381846
ssp_socio2_ag5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,36.9709,2.462837754
ssp_socio5_ag2_gwmed_rs_ipsl_NDC_Tax_uct,2100,23.50128,2.257878541
ssp_socio2_ag5_gwlo_exp_gfdl_NDC_Tax_uct,2100,51.7126,2.688716988
ssp_socio2_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,37.5089,2.235156662
ssp_socio2_ag5_gwlo_exp_hadgem_NDC_Tax_uct,2100,50.2791,2.571331592
ssp_socio2_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,36.4697,2.51015248
ssp_socio2_ag5_gwlo_exp_ipsl_NDC_Tax_uct,2100,51.4338,2.73120659
ssp_socio2_ag5_gwlo_exp_miroc_NDC_Tax_ffict,2100,38.3193,2.400804163
ssp_socio2_ag5_gwlo_exp_miroc_NDC_Tax_uct,2100,51.9452,2.65756835
ssp_socio2_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,35.1019,2.239952471
ssp_socio2_ag5_gwlo_exp_noresm_NDC_Tax_uct,2100,49.1005,2.582166337
ssp_socio2_ag5_gwlo_rs_gfdl_NDC_Tax_ffict,2100,37.1573,2.459982143
ssp_socio5_ag2_gwmed_rs_miroc_NDC_Tax_ffict,2100,18.90724,1.612377238
ssp_socio2_ag5_gwlo_rs_gfdl_NDC_Tax_uct,2100,51.7093,2.675720938
ssp_socio2_ag5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,37.5895,2.23911819
ssp_socio2_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,50.4366,2.569322953
ssp_socio2_ag5_gwlo_rs_ipsl_NDC_Tax_ffict,2100,36.6359,2.514930294
ssp_socio2_ag5_gwlo_rs_ipsl_NDC_Tax_uct,2100,51.7713,2.722134901
ssp_socio2_ag5_gwlo_rs_miroc_NDC_Tax_ffict,2100,38.4926,2.402396698
ssp_socio2_ag5_gwlo_rs_miroc_NDC_Tax_uct,2100,52.1908,2.648868749
ssp_socio2_ag5_gwlo_rs_noresm_NDC_Tax_ffict,2100,35.2308,2.245857083
ssp_socio2_ag5_gwlo_rs_noresm_NDC_Tax_uct,2100,49.3623,2.577388131
ssp_socio2_ag5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,36.943,2.462190392
ssp_socio5_ag2_gwmed_rs_miroc_NDC_Tax_uct,2100,23.62347,2.034332741
ssp_socio2_ag5_gwmed_exp_gfdl_NDC_Tax_uct,2100,51.4668,2.68935414
ssp_socio2_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,37.4691,2.232083644
ssp_socio2_ag5_gwmed_exp_hadgem_NDC_Tax_uct,2100,50.2543,2.575749278
ssp_socio2_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,36.4005,2.510335608
ssp_socio2_ag5_gwmed_exp_ipsl_NDC_Tax_uct,2100,51.2635,2.731579907
ssp_socio2_ag5_gwmed_exp_miroc_NDC_Tax_ffict,2100,38.2402,2.40343157
ssp_socio2_ag5_gwmed_exp_miroc_NDC_Tax_uct,2100,51.7105,2.657985581
ssp_socio2_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,35.0147,2.240671867
ssp_socio2_ag5_gwmed_exp_noresm_NDC_Tax_uct,2100,48.8109,2.584263818
ssp_socio2_ag5_gwmed_rs_gfdl_NDC_Tax_ffict,2100,37.0533,2.461173066
ssp_socio5_ag2_gwmed_rs_noresm_NDC_Tax_ffict,2100,17.90181,1.45735855
ssp_socio2_ag5_gwmed_rs_gfdl_NDC_Tax_uct,2100,51.4814,2.677993797
ssp_socio2_ag5_gwmed_rs_hadgem_NDC_Tax_ffict,2100,37.5218,2.237810687
ssp_socio2_ag5_gwmed_rs_hadgem_NDC_Tax_uct,2100,50.1952,2.569839661
ssp_socio2_ag5_gwmed_rs_ipsl_NDC_Tax_ffict,2100,36.5918,2.500067225
ssp_socio2_ag5_gwmed_rs_ipsl_NDC_Tax_uct,2100,51.349,2.72342797
ssp_socio2_ag5_gwmed_rs_miroc_NDC_Tax_ffict,2100,38.3351,2.405985905
ssp_socio2_ag5_gwmed_rs_miroc_NDC_Tax_uct,2100,51.8176,2.649621142
ssp_socio2_ag5_gwmed_rs_noresm_NDC_Tax_ffict,2100,35.0582,2.248821939
ssp_socio2_ag5_gwmed_rs_noresm_NDC_Tax_uct,2100,48.7912,2.57700633
ssp_socio5_ag1_gwhi_rs_gfdl_NDC_Tax_uct,2100,28.5543,2.531379166
ssp_socio5_ag2_gwmed_rs_noresm_NDC_Tax_uct,2100,23.13698,1.826774259
ssp_socio1_ag1_gwhi_exp_gfdl_NDC_Tax_uct,2100,28.0446,2.420026432
ssp_socio1_ag1_gwhi_exp_hadgem_NDC_Tax_ffict,2100,27.2653,2.065364339
ssp_socio1_ag1_gwhi_exp_hadgem_NDC_Tax_uct,2100,27.3726,2.284067229
ssp_socio1_ag1_gwhi_exp_ipsl_NDC_Tax_ffict,2100,26.4023,2.250710559
ssp_socio1_ag1_gwhi_exp_ipsl_NDC_Tax_uct,2100,27.9929,2.458399391
ssp_socio1_ag1_gwhi_exp_miroc_NDC_Tax_ffict,2100,27.7375,2.154150895
ssp_socio1_ag1_gwhi_exp_miroc_NDC_Tax_uct,2100,28.0368,2.393398879
ssp_socio1_ag1_gwhi_exp_noresm_NDC_Tax_ffict,2100,25.7109,2.072137355
ssp_socio1_ag1_gwhi_exp_noresm_NDC_Tax_uct,2100,26.8506,2.305177744
ssp_socio1_ag1_gwhi_rs_gfdl_NDC_Tax_ffict,2100,27.1586,2.21184917
ssp_socio5_ag3_gwhi_exp_gfdl_NDC_Tax_ffict,2100,15.67765,1.237631017
ssp_socio1_ag1_gwhi_rs_gfdl_NDC_Tax_uct,2100,27.9774,2.420481941
ssp_socio1_ag1_gwhi_rs_hadgem_NDC_Tax_ffict,2100,27.3557,2.066639076
ssp_socio1_ag1_gwhi_rs_hadgem_NDC_Tax_uct,2100,27.3566,2.284644119
ssp_socio1_ag1_gwhi_rs_ipsl_NDC_Tax_ffict,2100,26.4691,2.25317752
ssp_socio1_ag1_gwhi_rs_ipsl_NDC_Tax_uct,2100,28.0059,2.458561839
ssp_socio1_ag1_gwhi_rs_miroc_NDC_Tax_ffict,2100,27.8742,2.156075929
ssp_socio1_ag1_gwhi_rs_miroc_NDC_Tax_uct,2100,28.0859,2.392947489
ssp_socio1_ag1_gwhi_rs_noresm_NDC_Tax_ffict,2100,25.7829,2.072701501
ssp_socio1_ag1_gwhi_rs_noresm_NDC_Tax_uct,2100,26.8327,2.305123956
ssp_socio1_ag1_gwlo_exp_gfdl_NDC_Tax_ffict,2100,27.0595,2.210063874
ssp_socio5_ag3_gwhi_exp_gfdl_NDC_Tax_uct,2100,19.75413,1.45665318
ssp_socio1_ag1_gwlo_exp_gfdl_NDC_Tax_uct,2100,28.0115,2.42031747
ssp_socio1_ag1_gwlo_exp_hadgem_NDC_Tax_ffict,2100,27.2848,2.065388643
ssp_socio1_ag1_gwlo_exp_hadgem_NDC_Tax_uct,2100,27.3786,2.284150495
ssp_socio1_ag1_gwlo_exp_ipsl_NDC_Tax_ffict,2100,26.4027,2.249051059
ssp_socio1_ag1_gwlo_exp_ipsl_NDC_Tax_uct,2100,27.9823,2.458329185
ssp_socio1_ag1_gwlo_exp_miroc_NDC_Tax_ffict,2100,27.7586,2.153168649
ssp_socio1_ag1_gwlo_exp_miroc_NDC_Tax_uct,2100,28.0606,2.392703209
ssp_socio1_ag1_gwlo_exp_noresm_NDC_Tax_ffict,2100,25.7176,2.071956472
ssp_socio1_ag1_gwlo_exp_noresm_NDC_Tax_uct,2100,26.8555,2.304972055
ssp_socio1_ag1_gwlo_rs_gfdl_NDC_Tax_ffict,2100,27.1571,2.212130578
ssp_socio5_ag3_gwhi_exp_hadgem_NDC_Tax_ffict,2100,15.6967,1.014417389
ssp_socio1_ag1_gwlo_rs_gfdl_NDC_Tax_uct,2100,28.0265,2.41925864
ssp_socio1_ag1_gwlo_rs_hadgem_NDC_Tax_ffict,2100,27.3641,2.066751671
ssp_socio1_ag1_gwlo_rs_hadgem_NDC_Tax_uct,2100,27.3678,2.285993943
ssp_socio1_ag1_gwlo_rs_ipsl_NDC_Tax_ffict,2100,26.6912,2.255247896
ssp_socio1_ag1_gwlo_rs_ipsl_NDC_Tax_uct,2100,27.9787,2.458591322
ssp_socio1_ag1_gwlo_rs_miroc_NDC_Tax_ffict,2100,27.8975,2.158540922
ssp_socio1_ag1_gwlo_rs_miroc_NDC_Tax_uct,2100,28.1316,2.392480081
ssp_socio1_ag1_gwlo_rs_noresm_NDC_Tax_ffict,2100,25.8169,2.073049122
ssp_socio1_ag1_gwlo_rs_noresm_NDC_Tax_uct,2100,26.7583,2.306478603
ssp_socio1_ag1_gwmed_exp_gfdl_NDC_Tax_ffict,2100,27.0555,2.210205887
ssp_socio5_ag3_gwhi_exp_hadgem_NDC_Tax_uct,2100,19.78404,1.205490351
ssp_socio1_ag1_gwmed_exp_gfdl_NDC_Tax_uct,2100,28.0338,2.420009179
ssp_socio1_ag1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,27.2595,2.06531732
